state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge,churn
NY,171,area_code_415,no,no,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,628.3,350,53.39,no
AZ,102,area_code_510,no,no,0,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27,0,633.1,312,58.71,yes
AK,74,area_code_415,no,no,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3,627.1,300,68.97,no
WI,100,area_code_510,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,808.7,313,76.24,no
MO,107,area_code_415,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,664.2,341,70.77,no
AR,156,area_code_415,no,no,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,526.4000000000001,268,53.17,no
NJ,134,area_code_415,no,yes,32,224.0,75,38.08,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89,2,533.1,258,55.89,no
AR,132,area_code_415,no,no,0,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,444.7,310,39.96,no
CT,64,area_code_415,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,473.1,353,53.78,yes
NC,170,area_code_415,no,no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,640.9,326,68.77,no
UT,76,area_code_415,no,no,0,212.5,124,36.13,215.5,110,18.32,128.0,94,5.76,5.2,9,1.4,3,556.0,328,60.21,no
CO,109,area_code_510,no,no,0,150.6,106,25.6,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57,1,471.2,323,45.92,no
TX,138,area_code_415,no,no,0,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4,4,541.5,297,59.15,no
MI,30,area_code_510,no,no,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,601.5999999999999,322,62.8,no
NE,124,area_code_415,no,no,0,182.7,98,31.06,197.2,93,16.76,220.6,105,9.93,8.1,4,2.19,1,600.5,296,57.75,no
NC,129,area_code_415,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,487.4,371,39.02,no
AR,116,area_code_408,no,no,0,85.8,88,14.59,115.8,112,9.84,195.9,91,8.82,11.0,2,2.97,1,397.5,291,33.25,no
VT,61,area_code_415,no,no,0,217.5,116,36.98,258.5,108,21.97,210.4,99,9.47,8.7,3,2.35,1,686.4,323,68.42,no
LA,124,area_code_510,no,no,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,588.3,322,53.61,yes
GA,122,area_code_408,no,no,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2,491.0,284,49.0,no
VT,105,area_code_415,no,no,0,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54,1,599.8,289,57.940000000000005,no
MI,36,area_code_510,no,yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,670.8,291,73.45,no
IL,90,area_code_415,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,557.4,339,57.06,no
NC,52,area_code_408,no,yes,31,122.2,88,20.77,139.0,100,11.82,141.9,141,6.39,5.7,10,1.54,3,403.1,329,38.980000000000004,no
KY,98,area_code_415,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,503.9,326,50.2,yes
NJ,117,area_code_415,no,no,0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2,441.99999999999994,270,43.629999999999995,no
NJ,106,area_code_415,no,no,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,622.2,316,59.949999999999996,no
NJ,182,area_code_415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,677.1,336,72.58000000000001,yes
RI,93,area_code_415,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,596.2,321,49.120000000000005,no
RI,107,area_code_415,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,424.0,288,30.67,no
SD,125,area_code_510,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,608.1999999999999,322,69.81000000000002,no
CO,97,area_code_510,yes,no,0,230.6,131,39.2,261.3,136,22.21,157.1,96,7.07,6.8,4,1.84,0,649.0,363,68.48,no
IN,168,area_code_415,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,655.2,304,59.550000000000004,no
ND,48,area_code_415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,558.0,281,59.05000000000001,no
HI,3,area_code_408,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,675.9,294,57.82,no
KS,117,area_code_415,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,566.5,297,58.54,no
VT,93,area_code_415,no,yes,37,230.4,95,39.17,155.5,89,13.22,179.0,90,8.06,10.4,9,2.81,3,564.9,274,60.45,no
ND,86,area_code_415,no,yes,25,126.4,97,21.49,189.7,118,16.12,233.6,97,10.51,12.0,2,3.24,1,549.7,312,48.12,no
WI,51,area_code_408,no,no,0,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,1,587.4,258,60.010000000000005,no
TN,127,area_code_408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,585.4,285,54.06999999999999,no
MT,74,area_code_415,no,no,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,638.0,287,60.730000000000004,no
ND,94,area_code_510,no,no,0,154.8,113,26.32,261.8,121,22.25,213.0,81,9.58,11.6,5,3.13,0,629.6,315,58.15,no
ND,141,area_code_415,no,no,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12.0,9,3.24,1,543.5,308,58.14,no
OR,76,area_code_415,no,no,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,512.9,256,49.23,no
WY,34,area_code_408,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,539.6,276,48.730000000000004,no
CT,94,area_code_415,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,687.4,238,65.67999999999999,no
CA,127,area_code_510,no,no,0,107.9,128,18.34,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,513.4,300,44.07,no
OR,161,area_code_415,no,no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,543.8000000000001,318,46.24000000000001,no
DE,139,area_code_408,no,no,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,543.9,323,47.17,no
SC,108,area_code_415,no,no,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,514.6,308,44.9,yes
ID,127,area_code_408,no,no,0,189.7,110,32.25,142.4,116,12.1,175.2,79,7.88,8.5,8,2.3,2,507.3,305,52.230000000000004,no
OR,80,area_code_415,no,no,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,536.0,328,45.69,no
NC,43,area_code_415,no,no,0,165.8,96,28.19,132.0,105,11.22,323.2,62,14.54,10.7,6,2.89,0,621.0,263,53.95,no
DE,127,area_code_510,no,no,0,241.7,115,41.09,141.5,96,12.03,170.7,94,7.68,4.5,5,1.22,2,553.9,305,60.800000000000004,no
LA,24,area_code_415,yes,no,0,230.5,126,39.19,184.7,128,15.7,159.1,152,7.16,10.6,3,2.86,1,574.3,406,62.05,no
MA,79,area_code_408,no,yes,27,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11,1,554.6,330,54.879999999999995,no
NV,139,area_code_510,yes,no,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3,707.6999999999999,332,64.68,no
SC,145,area_code_408,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,489.6,274,37.55,no
IA,81,area_code_510,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,706.0,229,68.8,no
MI,105,area_code_415,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,613.0,290,63.24,yes
AL,100,area_code_415,no,yes,26,197.7,80,33.61,232.6,83,19.77,196.7,120,8.85,12.0,5,3.24,1,627.0,283,62.23,no
SC,59,area_code_415,no,no,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3,505.8,304,45.64,no
NJ,197,area_code_510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,553.6,299,51.129999999999995,no
PA,128,area_code_408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,499.0,329,57.160000000000004,no
IL,76,area_code_510,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,628.3,296,60.01,no
ME,75,area_code_408,yes,no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,492.79999999999995,243,52.82000000000001,yes
LA,158,area_code_408,no,no,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,560.9,296,57.03,no
KY,102,area_code_415,yes,no,0,209.8,85,35.67,165.7,100,14.08,230.1,92,10.35,8.7,6,2.35,0,605.6,277,60.1,no
MA,58,area_code_408,no,yes,47,151.1,117,25.69,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,461.1,319,45.14,no
KS,70,area_code_408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,725.5999999999999,346,73.36,no
AR,130,area_code_415,no,no,0,182.1,136,30.96,204.2,99,17.36,355.1,135,15.98,12.0,7,3.24,2,741.4,370,64.3,no
NY,86,area_code_510,no,no,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,456.29999999999995,345,37.82,no
GA,117,area_code_510,no,no,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1,523.7,300,47.09,no
MN,95,area_code_408,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,621.7,262,67.35,no
VA,136,area_code_408,no,no,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,477.8,267,45.61000000000001,no
ND,101,area_code_415,no,yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,618.9000000000001,359,50.349999999999994,no
AR,49,area_code_408,yes,yes,32,176.9,118,30.07,227.0,121,19.3,204.4,115,9.2,15.1,3,4.08,3,608.3,354,58.57000000000001,yes
MS,43,area_code_510,no,no,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,453.1,374,45.12,no
IN,117,area_code_415,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,744.3000000000001,284,70.9,no
IN,141,area_code_415,no,yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,683.3,340,56.42,no
WI,72,area_code_408,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,497.90000000000003,304,50.88,no
ID,92,area_code_415,no,yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,666.7,297,62.19,no
IN,116,area_code_415,no,no,0,271.0,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5,674.4,294,72.62,yes
FL,106,area_code_408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,555.5,305,54.38999999999999,no
WV,66,area_code_415,no,no,0,180.4,99,30.67,135.1,114,11.48,206.0,98,9.27,9.5,6,2.57,1,521.5,311,51.42,no
WV,115,area_code_510,yes,no,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,644.0999999999999,320,69.92,yes
ME,79,area_code_415,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,678.1,388,66.61,no
OR,3,area_code_510,no,no,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3,662.0999999999999,297,56.14,yes
DC,65,area_code_408,no,no,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,750.5,270,72.59,yes
UT,89,area_code_408,no,no,0,144.2,74,24.51,164.7,119,14.0,279.2,121,12.56,12.1,7,3.27,4,588.0999999999999,314,51.07000000000001,yes
KS,124,area_code_415,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,549.0999999999999,285,52.98,no
LA,151,area_code_408,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,736.7,355,67.17999999999999,no
KS,152,area_code_408,no,yes,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,671.0,358,70.05,no
OK,159,area_code_510,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,607.6,318,60.02,no
VT,75,area_code_510,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,712.0999999999999,377,66.67999999999999,no
MT,64,area_code_415,no,yes,18,211.4,111,35.94,150.8,67,12.82,216.5,87,9.74,10.5,2,2.84,2,578.7,265,58.5,no
CO,140,area_code_415,no,no,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,608.1,235,54.58,no
AR,89,area_code_415,no,yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,574.6,326,60.64,no
OK,149,area_code_510,yes,no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,573.6,271,56.22,no
NE,139,area_code_415,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,611.9,281,62.21000000000001,no
NM,104,area_code_415,no,no,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,488.5,316,48.720000000000006,no
TN,94,area_code_408,yes,no,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,552.6,285,57.0,no
MO,164,area_code_408,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,420.70000000000005,247,52.38,no
NC,58,area_code_510,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,582.7,281,48.63,yes
OK,44,area_code_408,no,no,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,680.1,279,73.74,yes
DC,112,area_code_415,no,yes,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1,551.8,341,57.74,no
NH,19,area_code_408,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,654.4,282,62.89000000000001,no
FL,105,area_code_408,no,no,0,181.9,70,30.92,233.5,83,19.85,194.6,80,8.76,8.1,9,2.19,1,610.0,233,59.53,no
ME,57,area_code_510,no,yes,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,508.9,283,40.43,no
VT,162,area_code_510,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,562.5,327,59.089999999999996,no
CO,156,area_code_408,no,no,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,519.3,304,48.31,no
AL,111,area_code_415,no,no,0,187.8,107,31.93,246.0,70,20.91,175.9,88,7.92,10.5,7,2.84,0,609.7,265,60.760000000000005,no
OH,70,area_code_510,no,yes,23,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62,1,625.9,251,62.83,no
WA,106,area_code_408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,608.1999999999999,255,61.099999999999994,no
AL,112,area_code_510,no,no,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,576.4,288,58.38000000000001,no
MT,13,area_code_415,no,yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,672.2,306,69.32000000000001,no
OH,87,area_code_510,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,651.2,375,57.44,no
AZ,140,area_code_408,no,no,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,608.9000000000001,356,52.699999999999996,no
FL,91,area_code_510,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,517.5999999999999,373,42.32,no
OH,39,area_code_415,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,596.1,365,53.830000000000005,no
AR,57,area_code_415,no,yes,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,550.9,306,60.21999999999999,no
OK,146,area_code_510,no,no,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,344.7,299,39.17,yes
OH,159,area_code_510,no,no,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,571.5,325,54.94,no
AZ,106,area_code_408,no,no,0,273.8,120,46.55,149.3,104,12.69,193.9,127,8.73,11.2,3,3.02,0,617.0,351,67.97,no
UT,90,area_code_415,no,no,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,619.0,323,69.41,no
VT,94,area_code_408,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,496.0,247,45.36,no
NJ,95,area_code_415,no,yes,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,438.5,307,30.18,no
UT,110,area_code_415,no,no,0,271.1,108,46.09,237.0,122,20.15,239.9,122,10.8,9.8,5,2.65,2,748.0,352,77.04,yes
NJ,24,area_code_408,no,no,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,656.9000000000001,293,71.11,yes
OH,78,area_code_415,no,yes,27,121.9,88,20.72,225.4,75,19.16,90.8,118,4.09,13.0,4,3.51,3,438.1,281,43.97,no
SC,48,area_code_510,no,no,0,168.6,93,28.66,246.0,61,20.91,269.9,102,12.15,11.4,7,3.08,1,684.5,256,61.72,no
CO,57,area_code_415,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,511.3,312,41.5,no
ID,77,area_code_415,no,no,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,732.7,307,72.67,yes
MI,67,area_code_510,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,667.6,327,66.65,no
WV,104,area_code_415,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,660.8000000000001,314,64.47999999999999,no
AZ,94,area_code_408,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,630.1,280,59.18,no
WY,113,area_code_408,no,no,0,158.4,107,26.93,142.2,104,12.09,174.7,108,7.86,14.9,2,4.02,0,475.3,319,46.879999999999995,no
MI,157,area_code_415,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,497.8,320,54.3,no
ID,164,area_code_408,yes,yes,28,156.1,98,26.54,209.9,140,17.84,190.0,69,8.55,11.4,4,3.08,0,556.0,307,52.92999999999999,no
KS,149,area_code_510,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,718.1,264,70.47,no
AZ,157,area_code_415,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,505.1,345,55.09,no
MN,37,area_code_415,no,yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,691.9,293,72.88,no
AL,120,area_code_415,no,yes,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3.0,1,682.3,326,63.67,no
UT,91,area_code_510,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,680.4,310,58.86,no
TN,45,area_code_415,yes,no,0,189.6,96,32.23,171.7,69,14.59,222.0,102,9.99,13.9,7,3.75,1,583.3,267,56.809999999999995,yes
WV,92,area_code_415,no,yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,553.1,320,50.900000000000006,no
CO,74,area_code_415,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,682.0999999999999,308,67.44,no
HI,134,area_code_408,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,713.6,356,68.53,no
KY,107,area_code_415,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,469.7,341,47.28,no
WY,86,area_code_415,no,no,0,227.9,105,38.74,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83,3,669.8,343,67.37,no
MT,106,area_code_510,no,no,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,568.8,257,54.660000000000004,no
VA,103,area_code_510,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,588.9000000000001,317,56.0,no
VA,77,area_code_510,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,548.6,324,48.849999999999994,no
DC,79,area_code_408,no,yes,25,219.0,95,37.23,241.9,95,20.56,203.4,102,9.15,5.6,5,1.51,4,664.3,292,66.94,no
OK,96,area_code_415,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,675.9,248,68.81,no
AK,83,area_code_415,no,no,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,563.1,309,55.42,no
CT,66,area_code_415,no,yes,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,718.3,307,71.3,no
IA,121,area_code_415,no,no,0,273.8,96,46.55,263.1,106,22.36,201.5,83,9.07,10.8,3,2.92,1,738.4000000000001,285,77.97999999999999,yes
NE,132,area_code_510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,353.7,314,33.52,no
NM,118,area_code_415,no,yes,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,586.6,315,51.68,no
GA,27,area_code_415,no,yes,32,190.3,97,32.35,279.0,77,23.72,133.8,117,6.02,8.4,3,2.27,2,603.1,291,62.09,no
NM,102,area_code_510,no,yes,18,144.4,76,24.55,160.7,97,13.66,200.8,101,9.04,9.3,4,2.51,0,505.90000000000003,274,47.25,no
AZ,107,area_code_415,no,yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,513.7,384,48.36,no
MA,36,area_code_415,no,no,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2,596.2,317,52.56,no
GA,103,area_code_415,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,551.9,281,50.769999999999996,no
OK,17,area_code_408,no,no,0,180.4,121,30.67,228.5,111,19.42,199.5,99,8.98,14.8,5,4.0,0,608.4,331,59.07000000000001,no
OH,114,area_code_415,no,no,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,556.3,308,54.7,no
KY,167,area_code_408,no,no,0,130.5,66,22.19,80.9,102,6.88,221.6,116,9.97,11.2,5,3.02,1,433.0,284,39.04,no
WV,124,area_code_415,no,no,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,660.6,315,75.93,yes
CO,71,area_code_415,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,689.7,296,67.53999999999999,no
MN,138,area_code_510,no,no,0,54.8,123,9.32,147.5,76,12.54,173.6,119,7.81,11.5,1,3.11,1,375.9,318,29.669999999999998,no
TX,140,area_code_415,no,no,0,93.2,109,15.84,197.6,116,16.8,219.8,94,9.89,10.5,2,2.84,1,510.6,319,42.53,no
MN,115,area_code_408,no,no,0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1,480.1,326,50.03,no
WY,68,area_code_510,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,545.9,351,57.480000000000004,no
IN,88,area_code_415,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,720.3,305,76.62,no
AL,146,area_code_415,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,487.7,278,48.620000000000005,no
DE,120,area_code_415,no,no,0,253.2,95,43.04,210.8,86,17.92,253.9,81,11.43,9.5,4,2.57,5,717.9,262,72.39,yes
SD,106,area_code_415,no,no,0,94.8,113,16.12,283.2,95,24.07,219.3,106,9.87,6.8,4,1.84,1,597.3,314,50.059999999999995,no
SD,52,area_code_408,no,no,0,165.8,94,28.19,192.8,135,16.39,247.8,64,11.15,12.4,7,3.35,3,606.4000000000001,293,55.73,no
KY,129,area_code_415,no,no,0,207.7,75,35.31,191.3,116,16.26,226.7,98,10.2,11.6,6,3.13,2,625.7,289,61.77000000000001,no
NC,190,area_code_408,no,no,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,627.5,319,59.51,no
VA,68,area_code_408,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,566.4,372,52.83,yes
OR,133,area_code_415,no,no,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,603.3,334,52.49,no
WI,186,area_code_408,no,no,0,206.8,104,35.16,286.0,115,24.31,153.9,112,6.93,12.4,6,3.35,0,646.7,331,66.4,no
MI,158,area_code_415,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,587.2,280,54.47,no
TX,106,area_code_415,no,no,0,182.8,96,31.08,193.7,93,16.46,219.5,113,9.88,7.7,2,2.08,2,596.0,302,57.42,no
VA,99,area_code_415,no,yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,663.8,329,66.17,yes
MA,47,area_code_415,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,590.5,274,53.519999999999996,no
